seller_id,seller_state,orders,item_price_revenue,avg_review_score,late_rate,avg_freight_per_item
850f4f8af5ea87287ac68de36e29107f,SP,186,45285.37,4.288770053475936,0.06282722513089005,16.21649214659686
c826c40d7b19f62a09e2d7c5e7295ee2,SP,346,44653.04,4.09065934065934,0.09041095890410959,14.914054794520549
b33e7c55446eabf8fe1a42d037ac7d6d,SP,149,44215.17,4.190789473684211,0.13157894736842105,17.476184210526316
ba90964cff9b9e0e6f32b23b82465f7b,SP,38,44212.5,4.421052631578948,0.05263157894736842,34.5
eeb6de78f79159600292e314a77cbd18,SC,82,43510.84,4.421686746987952,0.03614457831325301,36.09698795180723
c3cfdc648177fdbbbb35635a37472c53,PR,278,43048.18,4.447712418300654,0.02280130293159609,19.803355048859935
4d6d651bd7684af3fffabd5f08d12e5a,SP,363,42999.0,4.201030927835052,0.04627249357326478,20.017377892030847
b839e41795b7f3ad94cc2014a52f6796,SP,33,42829.0,4.027777777777778,0.027777777777777776,25.58138888888889
e9779976487b77c6d4ac45f75ec7afe9,SP,645,42229.69,4.204081632653061,0.07452574525745258,13.525216802168023
17a053fcb14bd219540cbde0df490be0,SP,124,40353.24,4.226027397260274,0.08108108108108109,59.197094594594596
d91fb3b7d041e83b64a00a3edfb37e4f,SP,524,39926.39,4.140754958413308,0.06285714285714286,17.25344761904762
834f3294fba9f932f56edc879193f925,SP,66,39907.5,4.545454545454546,0.06060606060606061,65.15030303030304
391fc6631aebcf3004804e51b40bcf1e,SP,521,39475.3,3.9791666666666665,0.09586776859504133,16.667504132231404
712e6ed8aa4aa1fa65dab41fed5737e4,SC,77,39385.0,3.4642857142857144,0.21176470588235294,79.58611764705881
634964b17796e64304cadf1ad3050fb7,RJ,265,39114.1,3.873065015479876,0.09597523219814241,18.26625386996904
2eb70248d66e0e3ef83659f71b244378,SP,187,38990.72,2.806701030927835,0.14213197969543148,15.51274111675127
7142540dd4c91e2237acb7e911c4eba2,SP,316,37181.94,4.061349693251533,0.07926829268292683,20.865060975609754
7178f9f4dd81dcef02f62acdf8151e01,SC,202,36795.4,4.046728971962617,0.046511627906976744,20.39553488372093
ea8482cd71df3c1969d7b9473ff13abc,SP,1132,36696.76,3.983065198983912,0.10353535353535354,14.555446127946126
c70c1b0d8ca86052f45a432a38b73958,SP,260,36289.15,4.315315315315315,0.08035714285714286,11.611339285714285
06a2c3af7b3aee5d69171b0e14f0ee87,MA,389,36097.979999999996,4.022784810126582,0.236318407960199,30.028656716417913
c3867b4666c7d76867627c2f7fb22e21,SP,228,34666.9,4.01673640167364,0.11203319502074689,19.474273858921162
7299e27ed73d2ad986de7f7c77d919fa,MG,335,34107.44,4.430167597765363,0.04748603351955307,19.00695530726257
e9bc59e7b60fc3063eb2290deda4cced,PR,209,33543.69,4.0346153846153845,0.12692307692307692,17.456653846153845
1835b56ce799e6a4dc4eddc053f04066,SP,417,33005.32,3.6174311926605505,0.10526315789473684,15.649655172413791
5c243662ce92d84573bfaff24c3e3700,SP,98,32862.02,4.1313131313131315,0.03,17.7564
dbc22125167c298ef99da25668e1011f,MG,394,32829.12,4.274038461538462,0.023980815347721823,18.674892086330935
9c0e69c7bf2619675bbadf47b43f655a,SP,151,32720.4,4.090909090909091,0.095,14.1171
2528513dd95219a6013d4d05176e391a,SP,160,32660.2,3.96319018404908,0.05421686746987952,22.534759036144578
76d5af76d0271110f9af36c92573f765,SP,128,31944.6,4.097402597402597,0.08387096774193549,24.43264516129032
70eea00b476a314817cefde4aad4f89a,SP,106,31424.75,4.378378378378378,0.07142857142857142,24.32955357142857
0241d4d5d36f10f80c644447315af0bd,PR,238,31397.7,4.3061224489795915,0.056910569105691054,27.86142276422764
88460e8ebdecbfecb5f9601833981930,PR,246,31320.4,3.37123745819398,0.19666666666666666,16.46063333333333
7681ef142fd2c19048da7430856b5588,SP,58,31211.81,4.162162162162162,0.11842105263157894,37.669210526315794
87142160b41353c4e5fca2360caf6f92,RS,305,31095.98,4.362426035502959,0.05604719764011799,21.293008849557523
855668e0971d4dfd7bef1b6a4133b41b,SP,300,30849.22,3.8306188925081432,0.1382636655948553,24.306559485530546
e59aa562b9f8076dd550fcddf0e73491,PR,69,30716.3,4.329268292682927,0.08536585365853659,26.342317073170733
70a12e78e608ac31179aea7f8422044b,SP,312,29963.53,3.794392523364486,0.10835913312693499,17.101300309597523
53e4c6e0f4312d4d2107a8c9cddf45cd,SP,463,29587.77,4.080392156862745,0.052734375,18.9378125
d23019c84ffae2d5ef2270367b8605fc,PR,39,29205.1,4.410256410256411,0.02564102564102564,70.50615384615385
1554a68530182680ad5c8b042c3ab563,MG,246,28979.64,4.2679245283018865,0.07116104868913857,25.22441947565543
900ba814c251a692506d7834c1218441,SP,86,28833.03,4.226190476190476,0.13953488372093023,27.14453488372093
0b90b6df587eb83608a64ea8b390cf07,PR,163,28492.76,4.016826923076923,0.03349282296650718,17.216172248803826
59b22a78efb79a4797979612b885db36,MG,125,27184.5,3.9696969696969697,0.12781954887218044,36.82383458646616
d1c281d3ae149232351cd8c8cc885f0d,SP,214,26833.61,3.7974683544303796,0.08786610878661087,22.510753138075312
b32be1695eb7ec5f10f72d9610a12527,RS,44,26575.0,4.159090909090909,0.044444444444444446,65.28177777777778
12b9676b00f60f3b700e83af21824c0e,RS,133,26376.0,4.537878787878788,0.015037593984962405,26.508796992481205
a3a38f4affed601eb87a97788c949667,SC,251,26294.62,4.403100775193798,0.046153846153846156,19.941
